asset_id,b,kappa,half_life_days,mu,sigma_eps,n_obs
A000912,0.105723,2.246931,0.308486,3.270515,8.459696,484
A000913,0.017971,4.018988,0.172468,0.004936,0.090926,484
A000914,0.042185,3.165686,0.218956,-0.00409,0.050799,484
A000915,0.087478,2.436368,0.2845,2.190297,7.194365,484
A000916,0.107051,2.234445,0.31021,1.587522,8.219096,484
A000918,0.009607,4.64531,0.149214,1.034202,5.844682,484
A000919,0.192669,1.646779,0.420911,5.515385,18.965838,483
A000920,0.06099,2.79705,0.247814,0.041245,0.312857,484
A000921,0.021133,3.856943,0.179714,0.031206,0.705,356
A000922,0.264264,1.330806,0.520848,36.950628,144.832274,481
A000923,0.198269,1.618131,0.428363,8.304192,64.426521,484
A000924,0.021454,3.841856,0.18042,0.64582,7.400944,484
A000925,0.235142,1.447567,0.478836,-0.334602,33.498138,484
A000926,0.111049,2.197781,0.315385,0.882973,8.408958,484
A000927,0.036229,3.317903,0.208911,0.234261,2.962753,472
A000928,0.24184,1.419479,0.488311,2.549521,9.314142,484
A000929,0.16291,1.814557,0.381993,3.466782,9.242267,484
A000930,0.356275,1.032053,0.67162,26.913718,117.440649,484
A000931,0.218297,1.521899,0.455449,3.164538,14.910795,484
A000932,0.137609,1.983342,0.349484,1.046841,6.692083,484
A000933,0.080616,2.518052,0.275271,0.146921,0.774972,484
A000934,0.190952,1.655734,0.418634,5.869251,12.382042,484
A000935,1e-06,13.815511,0.050172,0.071261,1.546038,234
A000936,1e-06,13.815511,0.050172,-0.025141,4.380814,484
A000937,0.020287,3.897778,0.177831,0.210951,0.833943,484
A000938,0.186963,1.676847,0.413363,0.80433,2.401697,484
A000939,0.15362,1.873272,0.37002,0.344209,1.385005,484
A000940,0.156395,1.855371,0.37359,11.165073,87.569226,484
A000941,0.075121,2.588661,0.267763,1.693913,7.742377,484
A000942,0.125477,2.075633,0.333945,0.518948,3.336748,484
A000943,0.164592,1.804283,0.384168,3.206795,12.570814,483
A000944,0.000728,7.22526,0.095934,0.090611,1.097965,267
A000945,0.145378,1.928415,0.359439,-0.027513,0.46232,484
A000946,0.205238,1.583587,0.437707,30.955824,125.207414,484
A000947,0.132122,2.024029,0.342459,0.199364,1.729614,484
A000948,0.231056,1.465095,0.473107,1.32792,5.662677,484
A000949,0.129487,2.044172,0.339085,0.143138,0.648487,128
A000950,0.146633,1.919825,0.361047,3.716233,28.428343,484
A000951,0.117207,2.143813,0.323324,0.47821,14.201511,484
A000952,0.223767,1.497148,0.462978,-0.437319,13.680611,484
A000953,0.068253,2.684541,0.2582,0.003658,0.103236,484
A000954,0.030791,3.480546,0.199149,0.36867,2.32498,484
A000955,0.22845,1.476438,0.469473,2.946938,15.239506,484
A000956,0.152508,1.880537,0.36859,-0.003653,0.037411,484
A000957,0.146862,1.918262,0.361341,0.010607,0.427302,484
A000958,0.144591,1.933849,0.358429,0.724135,1.965534,484
A000959,0.194252,1.6386,0.423012,0.930784,5.370454,484
A000960,0.133601,2.012899,0.344353,-0.022559,0.141234,484
A000961,0.139579,1.969127,0.352007,6.059141,27.432211,484
A000962,1e-06,13.815511,0.050172,0.010479,0.334845,484
A000963,0.181132,1.708531,0.405698,8.952095,33.122241,484
A000964,0.01487,4.208399,0.164706,69.815037,545.43512,478
A000966,0.057729,2.851991,0.24304,0.003755,0.095173,484
A000967,0.131565,2.028254,0.341746,4.519224,20.800411,483
A000968,1e-06,13.815511,0.050172,4.32603,14.458398,484
A000969,0.046867,3.060436,0.226486,0.958645,3.81506,484
A000970,0.051352,2.969051,0.233457,0.075142,0.497167,484
A000971,0.057485,2.856229,0.242679,1.0399,3.19745,484
A000972,0.077923,2.552029,0.271606,0.09039,0.573323,484
A000973,0.062649,2.7702,0.250216,-0.001198,0.034538,484
A000974,0.164669,1.803819,0.384266,0.397452,2.349721,484
A000975,1e-06,13.815511,0.050172,0.028602,1.641462,484
A000976,0.077179,2.561626,0.270589,6.294618,22.973144,484
A000977,0.0576,2.854231,0.242849,0.273069,4.29161,484
A000978,0.272738,1.299244,0.533501,0.986661,14.509191,484
A000979,1e-06,13.815511,0.050172,0.151136,3.441466,484
A000980,0.179743,1.716229,0.403878,0.456038,2.463556,484
A000981,0.086345,2.449399,0.282987,-0.005604,1.435493,484
A000982,0.022863,3.778248,0.183457,0.040478,1.123714,484
A000983,0.115017,2.162675,0.320504,-0.020801,1.767618,484
A000984,0.068946,2.674425,0.259176,0.139212,0.715905,484
A000985,0.145506,1.927537,0.359603,0.029356,2.227518,484
A000986,0.061633,2.786562,0.248746,0.265676,1.405158,484
A000987,0.269733,1.310324,0.528989,2.198647,40.539267,484
A000988,0.195012,1.634692,0.424023,2.191767,8.063498,484
A000989,0.15346,1.874316,0.369813,6.23621,63.515907,484
A000990,0.045438,3.091401,0.224218,0.325828,2.466628,484
A000991,0.181108,1.708664,0.405666,0.450588,3.223363,484
A000992,0.201838,1.600291,0.433138,1.510487,5.283905,483
A000993,0.335974,1.090722,0.635494,15.608238,50.492605,484
A000994,0.174818,1.744007,0.397445,14.785303,58.782679,484
A000995,0.033903,3.384244,0.204816,0.170559,0.91662,484
A000996,0.047816,3.040402,0.227979,0.038473,1.102722,465
A000997,0.147413,1.914514,0.362049,0.082289,0.471831,484
A000998,0.08046,2.519992,0.275059,0.117907,1.364152,484
A000999,0.301369,1.199421,0.577901,1.263601,5.724921,484
A001000,1e-06,13.815511,0.050172,-2.413161,15.565396,462
A001001,0.169573,1.774471,0.390622,49.841725,519.52677,484
A001002,0.076565,2.569616,0.269747,-0.062178,2.21518,484
A001003,0.185158,1.686543,0.410987,5.746885,35.362415,484
A001004,0.130441,2.03683,0.340307,0.262882,1.129822,484
A001005,0.101347,2.289204,0.30279,17.001863,118.406922,484
A001006,0.093473,2.370085,0.292457,0.174848,1.056163,481
A001007,0.273262,1.297326,0.534289,0.966636,3.587847,484
A001008,0.185742,1.683396,0.411755,16.137958,444.749073,484
A001009,0.140607,1.961786,0.353325,0.006864,0.244072,329
A001010,1e-06,13.815511,0.050172,33.606441,106.140856,484
A001011,0.252768,1.375284,0.504003,0.236832,4.580233,484
A001012,0.036523,3.309801,0.209423,-0.00509,0.26778,290
A001013,0.215214,1.536122,0.451232,0.839153,3.627218,484
A001014,0.18199,1.703803,0.406824,3.048514,13.275915,484
A001015,0.216529,1.530033,0.453028,0.337906,3.915879,484
A001016,0.165123,1.801067,0.384854,1.45992,6.677217,484
A001017,0.019145,3.955736,0.175226,0.854729,6.023866,484
A001018,0.164754,1.803299,0.384377,-0.000615,0.734616,484
A001019,0.106558,2.239065,0.30957,0.02991,0.223224,484
A001020,0.118759,2.130659,0.325321,0.252641,3.112486,484
A001021,0.117402,2.142152,0.323575,2.501079,16.903369,484
A001022,0.091431,2.392175,0.289756,8.519907,270.848915,484
A001023,0.225413,1.489819,0.465256,0.082621,6.673989,484
A001024,0.133297,2.015175,0.343964,0.241341,1.528195,483
A001025,0.00424,5.463233,0.126875,0.005107,0.505489,484
A001026,1e-06,13.815511,0.050172,0.01585,0.301998,269
A001027,0.093012,2.375022,0.291849,-0.032298,0.191298,484
A001028,0.31421,1.157695,0.59873,47.00537,229.48452,484
A001030,0.100526,2.297338,0.301718,0.134045,0.743329,484
A001031,0.375353,0.979888,0.707374,1.335146,3.645084,427
A001033,0.03022,3.499263,0.198084,4.449152,16.360144,484
A001034,0.157593,1.847737,0.375133,0.427628,2.83256,484
A001035,0.010166,4.588746,0.151054,0.335074,2.241695,484
A001036,0.056798,2.868254,0.241662,0.224406,2.673844,484
A001037,0.008441,4.774675,0.145172,0.011822,0.496385,484
A001038,0.096093,2.342441,0.295908,0.194127,1.676553,484
A001039,0.182229,1.70249,0.407137,0.01497,0.913515,484
A001040,0.066051,2.71733,0.255084,3.300872,13.885438,484
A001042,0.027583,3.590556,0.193047,0.231302,1.125497,484
A001043,0.171883,1.760939,0.393624,0.559455,1.728629,484
A001044,0.142307,1.949769,0.355502,7.476729,37.0721,484
A001045,0.170474,1.769173,0.391792,1.838131,14.370726,484
A001046,1e-06,13.815511,0.050172,0.125787,3.201868,481
A001047,0.107491,2.230344,0.31078,-0.0225,0.207534,484
A001048,0.219466,1.51656,0.457052,4.640588,62.644684,484
A001049,0.258096,1.354424,0.511765,9.844312,56.870329,484
A001050,0.201516,1.601885,0.432707,3.928466,31.570941,482
A001051,0.088599,2.423636,0.285995,3.457253,11.836843,484
A001053,0.026975,3.612857,0.191856,0.042391,0.312701,484
A001054,0.026043,3.648025,0.190006,-6.6e-05,0.129063,484
A001055,0.194596,1.636832,0.423469,2.775458,12.107575,484
A001056,0.117351,2.142586,0.32351,0.521789,16.563785,483
A001057,0.161546,1.822964,0.380231,0.276565,2.677126,484
A001058,0.137205,1.986276,0.348968,0.053225,3.598657,484
A001059,0.185616,1.684077,0.411589,0.05071,0.95479,484
A001060,0.422167,0.862354,0.803785,10.388696,43.18306,484
A001061,0.062543,2.771907,0.250062,1.282506,6.112508,484
A001062,0.233441,1.454824,0.476447,0.806018,3.641988,484
A001063,0.195044,1.634528,0.424066,4.261952,16.060085,484
A001064,0.28861,1.242678,0.557785,1.399497,4.792353,296
A001065,0.188354,1.669434,0.415199,11.950271,91.602993,484
A001066,0.037684,3.278522,0.211421,0.046247,0.46183,484
A001067,0.063652,2.754319,0.251658,0.19578,0.952509,484
A001068,1e-06,13.815511,0.050172,0.045234,0.469829,484
A001069,0.133472,2.013862,0.344188,0.012758,0.212141,484
A001070,0.069912,2.660513,0.260531,4.190925,12.976378,484
A001071,0.063844,2.751317,0.251933,0.052503,1.583364,484
A001072,0.081393,2.508466,0.276323,0.494511,6.788344,484
A001073,1e-06,13.815511,0.050172,0.145439,1.318565,208
A001074,0.35821,1.026636,0.675164,0.082262,0.462132,484
A001075,0.081322,2.509333,0.276228,0.022259,3.028923,484
A001076,0.039119,3.241156,0.213858,0.009239,0.076633,484
A001077,0.160077,1.832103,0.378334,0.603734,14.060012,484
A001078,1e-06,13.815511,0.050172,-0.102038,1.59461,483
A001079,0.085964,2.453826,0.282476,0.154108,4.06964,484
A001080,0.17527,1.741426,0.398034,0.368013,32.600879,484
A001081,0.188915,1.666456,0.415941,1.244661,8.433123,484
A001082,0.231493,1.463207,0.473718,0.200021,1.17106,484
A001083,0.17316,1.75354,0.395285,309.235996,1918.413074,484
A001084,0.1844,1.690648,0.409989,-4.392331,257.318683,484
A001085,0.034773,3.358928,0.20636,-0.013257,0.493807,380
A001086,0.307389,1.179641,0.587591,0.631493,1.987138,484
A001087,0.178594,1.722643,0.402374,0.107704,17.596306,484
A001088,0.028632,3.553241,0.195075,56.801031,344.59034,484
A001089,0.170763,1.767477,0.392168,2.039996,6.054334,484
A001090,0.328077,1.114507,0.621932,3.025467,16.074868,484
A001091,0.18264,1.700239,0.407676,0.018826,0.596239,484
A001092,0.031694,3.451625,0.200818,0.046648,0.307167,484
A001093,0.288853,1.241839,0.558162,0.639387,2.621069,484
A001094,1e-06,13.815511,0.050172,0.152372,1.637472,484
A001095,0.106902,2.235838,0.310017,0.22277,1.295001,484
A001096,0.125449,2.075854,0.333909,0.073506,1.323826,484
A001097,0.014245,4.251315,0.163043,0.726391,2.813093,303
A001098,0.265278,1.326978,0.52235,2.834954,9.667426,484
A001099,0.13574,1.997012,0.347092,-0.025778,0.191466,321
A001100,0.256837,1.359315,0.509924,2.029503,6.389741,484
A001101,0.250231,1.385369,0.500334,-0.008892,10.839875,474
A001102,0.247846,1.394949,0.496898,0.385639,9.067406,484
A001103,0.183296,1.696651,0.408538,0.954652,3.469864,484
A001104,0.171129,1.765339,0.392642,1.110417,7.507572,484
A001105,0.174185,1.747636,0.39662,0.115794,1.948974,484
A001107,0.110982,2.198383,0.315299,0.32996,2.63475,484
A001108,0.210293,1.559252,0.444538,0.432406,3.719943,484
A001109,0.213903,1.542232,0.449444,8.979577,27.428963,484
A001110,0.146186,1.922877,0.360474,8.912963,25.290762,484
A001111,1e-06,13.815511,0.050172,0.028931,0.286746,484
A001112,0.013522,4.303437,0.161068,-0.005922,0.14399,484
A001113,0.081179,2.511102,0.276033,1.200884,13.144551,484
A001114,0.006848,4.983814,0.13908,0.005531,0.264102,429
A001115,0.417987,0.872305,0.794616,24.378543,70.436305,484
A001116,1e-06,13.815511,0.050172,-0.100556,0.77051,331
A001117,0.246481,1.40047,0.494939,0.227432,1.242292,483
A001118,0.043941,3.124907,0.221814,0.074319,1.948961,484
A001119,0.191594,1.652379,0.419484,0.035568,0.531617,484
A001120,0.152139,1.88296,0.368116,2.383988,24.51154,484
A001121,0.183065,1.697912,0.408235,0.021758,0.481416,484
A001122,0.099784,2.304743,0.300748,0.231132,2.051061,484
A001123,0.237589,1.437215,0.482285,2.696399,17.545948,484
A001124,0.215053,1.536869,0.451012,1.373469,5.890517,484
A001125,1e-06,13.815511,0.050172,0.094264,1.213125,484
A001126,0.108055,2.225111,0.311511,0.924504,4.40041,484
A001127,0.099187,2.310752,0.299966,19.338045,246.91379,484
A001128,0.176148,1.736433,0.399179,21.434232,98.039998,484
A001129,0.15994,1.832958,0.378158,0.059166,0.906747,484
A001130,1e-06,13.815511,0.050172,0.275249,1.222719,271
A001131,0.277773,1.28095,0.54112,0.456258,3.370007,484
A001132,0.112791,2.182223,0.317634,1.304571,5.618849,484
A001133,0.081752,2.504063,0.276809,0.391952,6.030062,483
A001134,0.033704,3.390134,0.20446,0.198332,3.203755,484
A001135,0.065895,2.719695,0.254862,0.466472,2.184147,484
A001136,0.073281,2.613456,0.265222,0.230295,0.964134,441
A001137,0.141021,1.958843,0.353855,16.152188,46.978138,484
A001138,0.048521,3.025764,0.229082,0.439168,1.749279,468
A001139,0.087813,2.432544,0.284947,62.575498,289.564766,484
A001140,0.136562,1.99098,0.348144,1.104992,11.062656,484
A001141,0.325523,1.122322,0.617601,5.886524,36.727794,484
A001142,0.039793,3.224076,0.214991,0.065367,1.140616,483
A001143,0.217786,1.524245,0.454748,0.111428,1.366983,484
A001144,0.350391,1.048704,0.660956,8.62538,68.138423,484
A001145,0.075385,2.585141,0.268127,0.00461,0.292051,484
A001146,0.394535,0.930048,0.745281,8.409505,36.083459,484
A001147,0.110104,2.206332,0.314163,0.064015,0.85989,484
A001148,0.004719,5.356218,0.12941,0.050355,0.626064,484
A001149,0.01814,4.009621,0.172871,-1.693327,74.034452,484
A001151,0.092028,2.385668,0.290546,-0.226497,2.917142,484
A001152,0.155155,1.863331,0.371994,0.145513,0.964712,484
A001153,0.05373,2.923793,0.237071,0.375386,3.30879,484
A001154,0.013362,4.315366,0.160623,3.052509,19.979158,484
A001155,0.075944,2.577765,0.268895,-0.012946,1.514977,484
A001156,0.068209,2.685181,0.258138,0.289536,2.253607,474
A001157,0.199006,1.614423,0.429347,0.828604,4.864029,484
A001158,0.031991,3.4423,0.201362,0.040155,0.710226,412
A001159,0.095986,2.343551,0.295768,16.93561,60.344281,478
A001160,0.0468,3.061874,0.22638,2.245406,7.668109,484
A001161,0.340481,1.077395,0.643354,3.93613,10.774031,484
A001162,0.108576,2.220309,0.312185,-0.020533,0.175865,484
A001163,0.143161,1.943786,0.356596,0.303794,2.373535,484
A001164,0.167997,1.783809,0.388577,0.345147,3.343458,484
A001165,0.169869,1.772727,0.391006,0.808546,7.953361,483
A001166,0.113322,2.177523,0.318319,0.048399,3.009161,484
A001167,0.230687,1.466693,0.472592,0.104835,0.763142,484
A001168,0.194289,1.638408,0.423061,0.302655,1.780635,484
A001170,0.117796,2.138797,0.324083,0.233094,1.844077,484
A001171,0.13786,1.981519,0.349806,16.931939,117.71271,484
A001172,0.123091,2.09483,0.330885,2.118285,5.883011,484
A001173,1e-06,13.815511,0.050172,0.011335,0.204908,484
A001174,0.124675,2.082045,0.332916,0.008662,0.102725,484
A001175,0.111778,2.191244,0.316326,5.328908,17.905006,484
A001176,0.139017,1.973157,0.351288,0.09366,1.360035,273
A001177,0.09047,2.402741,0.288482,0.195302,0.682336,484
A001178,0.039784,3.224281,0.214977,0.007051,0.707321,474
A001179,0.216424,1.530518,0.452884,9.557466,35.355315,484
A001180,0.001065,6.845103,0.101262,0.351269,1.492733,484
A001181,0.052729,2.942585,0.235557,0.390887,2.886529,484
A001182,0.110354,2.20406,0.314487,0.46915,2.297555,484
A001183,0.098344,2.319284,0.298863,0.04211,1.000179,214
A001184,0.172602,1.756769,0.394558,4.695254,17.734362,484
A001185,0.099047,2.312163,0.299783,0.230245,17.222307,484
A001186,0.055003,2.900376,0.238985,2.438858,10.00438,484
A001187,0.13267,2.019889,0.343161,0.066315,0.400296,484
A001188,0.118908,2.129402,0.325513,0.54957,2.119488,484
A001189,0.004355,5.436371,0.127502,0.087937,1.168585,484
A001190,0.064947,2.734177,0.253512,0.34957,5.095384,484
A001191,0.082775,2.49163,0.27819,0.025617,0.179239,484
A001192,0.096744,2.335689,0.296763,0.075825,0.579596,484
A001193,0.038175,3.265583,0.212258,-0.002193,0.187631,484
A001194,0.17841,1.72367,0.402135,1.090466,9.595201,484
A001195,0.085205,2.462692,0.281459,0.480317,5.510824,484
A001196,0.052668,2.943742,0.235465,0.047732,0.549415,483
A001197,0.284887,1.255662,0.552017,1.607959,4.177043,484
A001198,0.046919,3.059335,0.226568,0.01886,0.159366,484
A001199,0.059489,2.821968,0.245625,0.123847,4.611148,484
A001200,0.163,1.814005,0.382109,1.115485,4.933235,484
A001201,0.198945,1.614725,0.429266,0.519057,1.792055,484
A001202,0.134626,2.005252,0.345666,1.002985,4.045454,484
A001203,0.116524,2.149655,0.322446,0.599588,2.44468,245
A001204,0.072445,2.624929,0.264063,0.048537,1.441319,484
A001205,0.302195,1.196681,0.579225,3.959134,12.101059,484
A001206,0.190709,1.657008,0.418313,0.164804,1.429747,483
A001207,0.041933,3.171693,0.218542,5.280591,46.124902,484
A001208,0.224369,1.494464,0.46381,0.272185,1.278144,484
A001209,0.132713,2.019563,0.343216,0.258771,2.422484,484
A001210,0.260964,1.343373,0.515975,8.97213,25.565131,484
A001211,0.166747,1.791279,0.386956,-0.011161,2.114135,483
A001212,0.066575,2.709421,0.255829,2.725899,15.65739,484
A001213,0.152117,1.883106,0.368087,0.115623,2.066588,483
A001214,0.121504,2.107809,0.328847,1.059549,5.692423,484
A001215,0.12357,2.090945,0.331499,3.095534,199.765816,481
A001216,0.157597,1.847711,0.375138,2.775894,8.086606,484
A001217,0.207606,1.572113,0.440902,8.966188,54.951122,484
A001218,0.209155,1.564677,0.442997,1.090494,11.252552,484
A001219,0.00441,5.423959,0.127794,-0.04338,0.742128,484
A001220,1e-06,13.815511,0.050172,-0.005951,0.266513,247
A001221,0.022079,3.813112,0.18178,-1.718247,33.773184,478
A001222,0.072779,2.620332,0.264527,0.402934,3.040345,484
A001224,0.200254,1.608167,0.431017,16.307895,190.101047,484
A001225,1e-06,13.815511,0.050172,3.547738,26.112317,479
A001226,0.035199,3.346741,0.207111,0.007831,0.138253,484
A001227,0.032024,3.44127,0.201422,0.022073,0.260164,484
A001228,1e-06,13.815511,0.050172,0.148702,0.993143,364
A001229,0.100485,2.29775,0.301663,-0.08275,0.58327,484
A001230,0.100389,2.298705,0.301538,0.137478,0.967023,484
A001231,0.060427,2.806324,0.246995,-0.028688,1.035401,191
A001232,0.187203,1.675564,0.41368,12.874226,87.115765,484
A001233,0.154735,1.866043,0.371453,20.335491,70.280437,484
A001234,0.021,3.86324,0.179421,0.271549,3.452506,484
A001235,0.04002,3.218366,0.215372,0.006312,0.77163,204
A001236,0.027565,3.591211,0.193012,0.101298,1.246464,484
A001237,0.065929,2.71918,0.25491,0.042236,1.125422,484
A001238,0.1062,2.242434,0.309105,8.394546,24.438823,484
A001239,0.199259,1.613147,0.429686,2.406064,17.241677,484
A001240,0.103966,2.263689,0.306203,0.969791,7.428276,484
A001241,0.11834,2.134194,0.324782,2.263128,22.879332,484
A001242,0.024421,3.712303,0.186716,-0.979247,5.949121,483
A001243,0.105667,2.247466,0.308413,0.8566,2.926358,484
A001244,0.084579,2.470072,0.280618,0.034307,0.542836,484
A001245,1e-06,13.815511,0.050172,7.838184,62.012779,479
A001246,1e-06,13.815511,0.050172,0.700651,5.256878,484
A001247,0.28933,1.240186,0.558906,24.690165,143.311423,484
A001248,0.033072,3.409075,0.203324,0.465731,2.92062,484
A001249,0.377314,0.974678,0.711155,4.171037,30.057344,484
A001250,0.124217,2.085723,0.332329,0.168466,1.105061,484
A001251,0.128491,2.051894,0.337808,11.812184,46.998981,484
A001252,0.1654,1.799387,0.385213,0.116684,0.753574,484
A001253,0.106288,2.241601,0.30922,0.087562,2.123059,484
A001254,0.020466,3.888967,0.178234,0.206074,1.167342,484
A001255,0.24263,1.416218,0.489435,51.63271,228.099933,484
A001256,0.061821,2.783517,0.249018,-0.012403,0.67428,484
A001257,0.090882,2.398189,0.289029,0.083633,3.102072,484
A001258,0.114189,2.1699,0.319437,3.142738,25.012425,483
A001259,0.077069,2.563049,0.270439,0.03146,0.490457,418
A001260,0.03116,3.468627,0.199833,0.694562,3.170547,484
A001261,0.134671,2.004924,0.345722,4.867558,18.398747,484
A001262,0.092854,2.376722,0.29164,0.075414,0.896841,484
A001263,0.083602,2.481683,0.279305,1.992365,12.383066,484
A001264,0.000509,7.583667,0.0914,0.466411,16.661811,484
A001266,0.10009,2.301686,0.301148,2.448868,7.07263,484
A001267,0.094666,2.357397,0.294031,0.044734,0.283309,484
A001268,1e-06,13.815511,0.050172,0.00041,4.088285,484
A001269,0.22228,1.503817,0.460925,0.05914,0.480481,451
A001270,0.032302,3.432641,0.201928,0.011094,0.840768,482
A001271,1e-06,13.815511,0.050172,2.825966,18.64978,483
A001272,0.149757,1.898738,0.365057,1.560699,7.92104,484
A001273,0.031051,3.472131,0.199632,0.087328,2.397709,313
A001274,0.132623,2.020246,0.3431,0.045207,0.309849,484
A001275,0.134702,2.004689,0.345763,0.904617,6.924877,484
A001276,0.159943,1.832935,0.378162,2.623818,9.66977,484
A001277,0.127812,2.057195,0.336938,0.101863,1.281927,484
A001278,1e-06,13.815511,0.050172,21.433944,75.931773,484
A001279,0.087936,2.431151,0.285111,0.078314,0.681848,484
A001280,0.221074,1.509259,0.459263,2.377062,4.542348,484
A001281,0.04874,3.021263,0.229423,0.221313,3.828124,484
A001283,0.009739,4.631581,0.149657,-0.008694,0.134029,484
A001284,0.308324,1.176603,0.589109,1.595979,7.122303,483
A001285,0.001179,6.742697,0.1028,0.058081,1.882789,484
A001287,1e-06,13.815511,0.050172,0.284404,4.937481,463
A001288,0.013701,4.290255,0.161563,0.084825,0.807847,484
A001289,0.111529,2.193469,0.316005,-0.012353,0.770468,484
A001290,0.136882,1.988634,0.348554,18.106312,83.404285,484
A001291,0.129745,2.042181,0.339415,0.042141,0.820571,484
A001292,0.042585,3.156242,0.219612,-0.049138,1.563136,484
A001293,1e-06,13.815511,0.050172,0.082748,0.343828,479
A001294,0.207652,1.571891,0.440964,0.078216,0.50065,483
A001295,0.210769,1.556994,0.445183,6.317127,36.703168,484
A001296,0.10216,2.281212,0.30385,62.813598,272.15963,482
A001297,0.007678,4.869342,0.142349,0.085333,0.828914,484
A001298,0.179105,1.719783,0.403043,26.39176,152.241236,484
A001299,0.10029,2.299693,0.301409,0.257281,1.518684,362
A001300,0.197201,1.623534,0.426937,0.306093,3.939164,477
A001301,0.053827,2.921978,0.237218,-0.123225,3.962109,484
A001302,1e-06,13.815511,0.050172,0.377073,3.949791,483
A001303,0.068339,2.68328,0.258321,0.099101,0.94326,344
A001304,1e-06,13.815511,0.050172,0.33565,2.105069,484
A001305,0.062728,2.768941,0.250329,0.748947,4.94973,484
A001306,1e-06,13.815511,0.050172,0.152378,1.002629,370
A001307,1e-06,13.815511,0.050172,0.027512,0.691128,480
A001308,0.044171,3.119684,0.222185,-0.05153,1.17482,229
A001309,1e-06,13.815511,0.050172,0.048301,0.448866,347
A001310,1e-06,13.815511,0.050172,0.524991,23.079862,484
A001311,0.168566,1.780426,0.389315,0.365633,1.810265,479
A001312,0.157419,1.848847,0.374908,3.078212,11.597155,484
A001313,0.283707,1.259812,0.550199,10.089461,31.630991,484
A001314,0.244407,1.408921,0.49197,1.71949,17.734637,484
A001315,0.185602,1.684148,0.411571,3.842281,13.242695,484
A001316,0.069607,2.664894,0.260103,0.365388,1.62566,305
A001317,0.050665,2.982514,0.232404,1.695451,9.30802,484
A001318,0.039299,3.236553,0.214162,0.056177,1.77209,483
A001319,0.079228,2.535427,0.273385,0.892682,8.004538,484
A001320,0.138623,1.975994,0.350784,2.750875,9.984908,483
A001321,0.086674,2.445597,0.283427,1.570973,21.921302,484
A001322,1e-06,13.815511,0.050172,0.027233,0.739865,413
A001323,0.080525,2.51919,0.275147,0.00071,0.106749,484
A001324,0.061325,2.791574,0.2483,0.034205,0.441178,443
A001325,1e-06,13.815511,0.050172,17.557788,59.596965,484
A001326,0.129766,2.042021,0.339442,0.198482,2.601305,484
A001327,0.041681,3.177702,0.218128,-0.004957,0.120355,484
A001328,0.075525,2.583296,0.268319,0.070884,0.900088,483
A001329,0.159155,1.837874,0.377146,0.331143,1.999982,484
A001330,0.125114,2.078532,0.333479,7.855284,27.414764,484
A001331,0.057457,2.856724,0.242637,1.067148,6.456197,484
A001332,0.090999,2.396909,0.289184,0.121646,0.75951,484
A001333,0.135657,1.997627,0.346985,-0.018421,0.263267,469
A001334,1e-06,13.815511,0.050172,0.016637,0.821883,484
A001335,0.260992,1.343266,0.516016,2.309449,13.54138,484
A001336,0.221044,1.509392,0.459223,1.954705,6.60034,484
A001337,0.097653,2.326332,0.297957,0.009825,0.777666,345
A001338,0.028505,3.557681,0.194831,3.650559,10.530732,484
A001339,0.249378,1.388785,0.499103,6.057694,52.692786,484
A001340,0.159136,1.837994,0.377122,111.898977,477.037542,484
A001341,0.077888,2.552489,0.271557,4.767422,171.349489,484
A001342,1e-06,13.815511,0.050172,0.041964,0.253625,484
A001343,0.042368,3.161352,0.219257,-0.015966,0.220513,484
A001344,0.087743,2.43334,0.284854,13.115027,67.611237,484
A001345,0.076048,2.57639,0.269038,0.311462,2.311882,484
A001346,1e-06,13.815511,0.050172,0.086697,1.571862,484
A001347,0.231508,1.463142,0.473739,516.879013,4663.950291,484
A001348,0.060498,2.805141,0.247099,-0.011199,0.709888,484
A001349,0.028924,3.543072,0.195635,0.306624,1.927611,484
A001350,0.164363,1.805678,0.383871,1.537449,18.892473,484
A001351,0.134234,2.008171,0.345163,0.089483,0.403939,484
A001352,0.155587,1.860548,0.37255,13.0446,48.171196,484
A001353,0.184479,1.690222,0.410092,0.07831,1.761206,482
A001354,0.193024,1.644941,0.421381,3.474418,59.693586,484
A001355,0.143946,1.938316,0.357603,0.210419,1.120209,484
A001356,0.144753,1.932726,0.358637,0.711107,2.933878,484
A001357,0.105036,2.253449,0.307594,10.697479,46.056885,484
A001358,1e-06,13.815511,0.050172,0.149568,1.022852,176
A001359,0.058526,2.838291,0.244213,21.132061,61.486649,483
A001360,0.070287,2.65517,0.261056,-0.021393,7.937259,481
A001361,0.262208,1.338616,0.517809,0.294207,4.639772,484
A001362,0.266208,1.323478,0.523732,4.918979,24.805864,484
A001363,0.081439,2.507903,0.276385,-0.026928,2.231224,484
A001364,0.106366,2.240871,0.30932,1.156018,13.667681,484
A001365,0.226476,1.485115,0.46673,5.056519,17.310514,484
A001366,0.043062,3.145103,0.220389,1.551452,4.191104,484
A001367,0.197229,1.623389,0.426975,-0.10523,3.018774,484
A001368,0.016396,4.110733,0.168619,1.531969,5.523028,484
A001369,0.355755,1.033512,0.670672,11.619419,56.272297,484
A001370,0.182912,1.698752,0.408033,0.001962,0.285663,236
A001371,0.130485,2.036501,0.340362,1.834003,4.669795,484
A001372,0.113237,2.178274,0.318209,0.149494,0.765665,484
